sp_danceability,sp_energy,sp_key,sp_loudness,sp_mode,sp_speechiness,sp_acousticness,sp_instrumentalness,sp_liveness,sp_valence,sp_tempo,sp_time_signature,track_id,artist_ids,genre_list,track_name,artist_names,filename,duration,ks_key,key_corr,camelot_key,overall_tempo,tempo_time_1,tempo_time_2,tempo_time_3,chroma_time_1,chroma_time_2,chroma_time_3,combined_segments,tempo_seg_0,chroma_seg_0,tempo_seg_1,chroma_seg_1,tempo_seg_2,chroma_seg_2,tempo_seg_3,chroma_seg_3
0.66,0.689,4,-2.671,0,0.0337,0.0884,0.0,0.0922,0.427,127.98,4,4sOX1nhpKwFWPvoMMExi3q,['6CwfuxIqcltXDGjfZsMd9A'],"['uk alternative pop', 'metropopolis', 'pop', 'pov: indie']",Primadonna,MARINA,MARINA - Primadonna.mp3,217.618,A# major,0.6893733825260357,6B,127.8409090909091,2.368,30.602666666666668,77.01333333333334,31.488,76.288,106.48533333333332,"['0', '2.368t', '30.603tc', '77.013t', '106.485c', '217.618']","(0, 2.368)","(0, 31.488)","(2.368, 30.602666666666668)","(31.488, 76.288)","(30.602666666666668, 77.01333333333334)","(76.288, 106.48533333333332)","(77.01333333333334, 217.618)","(106.48533333333332, 217.618)"
0.808,0.994,11,-3.93,1,0.306,0.0274,0.817,0.34,0.194,123.98,4,43uAAecpFKIzngplASa9nb,['0EdUwJSqkMmsH6Agg3G8Ls'],"['tech house', 'bass house']",Anøther Dimensiøn,Marten Hørger,Marten Hørger - Anøther Dimensiøn.mp3,226.407,G# minor,0.3673026734115371,1A,125.0,55.79733333333333,146.13333333333333,160.224,57.83466666666666,129.71733333333333,162.31466666666665,"['0', '55.797tc', '129.717c', '146.133t', '160.224tc', '226.407']","(0, 55.79733333333333)","(0, 57.83466666666666)","(55.79733333333333, 146.13333333333333)","(57.83466666666666, 129.71733333333333)","(146.13333333333333, 160.224)","(129.71733333333333, 162.31466666666665)","(160.224, 226.407)","(162.31466666666665, 226.407)"
0.754,0.857,1,-5.111,1,0.0519,0.122,0.864,0.115,0.612,125.012,4,1mupRsmKjV3dJfh92SVoP4,['0EdUwJSqkMmsH6Agg3G8Ls'],"['tech house', 'bass house']",GONNA BE ME,Marten Hørger,Marten Hørger - GONNA BE ME.mp3,184.32,G minor,0.4681523531987363,6A,125.0,45.41866666666667,90.66666666666669,122.10133333333332,45.49333333333333,90.79466666666669,122.77333333333333,"['0', '45.419tc', '90.667tc', '122.101tc', '184.32']","(0, 45.41866666666667)","(0, 45.49333333333333)","(45.41866666666667, 90.66666666666669)","(45.49333333333333, 90.79466666666669)","(90.66666666666669, 122.10133333333332)","(90.79466666666669, 122.77333333333333)","(122.10133333333332, 184.32)","(122.77333333333333, 184.32)"
0.757,0.981,1,-5.306,1,0.0601,0.00171,0.891,0.0736,0.295,125.029,4,0ufeCauchfjHvwhCz0XiQL,['0EdUwJSqkMmsH6Agg3G8Ls'],"['tech house', 'bass house']",I Am Ready,Marten Hørger,Marten Hørger - I Am Ready.mp3,180.495,G minor,0.407314408858308,6A,125.0,7.690666666666667,113.84533333333331,176.23466666666667,24.010666666666665,30.602666666666668,176.64,"['0', '7.691t', '24.011c', '30.603c', '113.845t', '176.235tc', '180.495']","(0, 7.690666666666667)","(0, 24.010666666666665)","(7.690666666666667, 113.84533333333331)","(24.010666666666665, 30.602666666666668)","(113.84533333333331, 176.23466666666667)","(30.602666666666668, 176.64)","(176.23466666666667, 180.495)","(176.64, 180.495)"
0.86,0.943,1,-4.0,1,0.158,0.0205,0.08,0.271,0.362,122.974,4,2PXOgHe4g6AerUqVi0UlOq,['0EdUwJSqkMmsH6Agg3G8Ls'],"['tech house', 'bass house']",Jungle,Marten Hørger,Marten Hørger - Jungle.mp3,197.744,G minor,0.4112786293490862,6A,122.28260869565216,85.33333333333333,102.72,131.008,31.125333333333334,93.696,130.848,"['0', '31.125c', '85.333t', '93.696c', '102.72t', '131.008t', '197.744']","(0, 85.33333333333333)","(0, 31.125333333333334)","(85.33333333333333, 102.72)","(31.125333333333334, 93.696)","(102.72, 131.008)","(93.696, 130.848)","(131.008, 197.744)","(130.848, 197.744)"
0.84,0.729,5,-4.954,1,0.0882,0.027,0.00224,0.165,0.432,123.981,4,0jJr6tAAPS7Ytkb6d6Hcld,"['0EdUwJSqkMmsH6Agg3G8Ls', '1CNO980Lk9CaBWBnM1MZXi']","['canadian electronic', 'tech house', 'bass house']",Heavy,"Marten Hørger, Neon Steve","Marten Hørger, Neon Steve - Heavy.mp3",199.916,G minor,0.4752758323792018,6A,125.0,95.168,129.152,133.68533333333335,32.34133333333333,99.02933333333333,134.38933333333333,"['0', '32.341c', '95.168tc', '133.685tc', '199.916']","(0, 95.168)","(0, 32.34133333333333)","(95.168, 129.152)","(32.34133333333333, 99.02933333333333)","(129.152, 133.68533333333335)","(99.02933333333333, 134.38933333333333)","(133.68533333333335, 199.916)","(134.38933333333333, 199.916)"
0.913,0.787,11,-4.584,1,0.284,0.0681,0.339,0.0492,0.151,122.995,4,0M2b3w9y8lsKqm4r8cq3Sw,"['0EdUwJSqkMmsH6Agg3G8Ls', '1CNO980Lk9CaBWBnM1MZXi']","['canadian electronic', 'tech house', 'bass house']",You Don't,"Marten Hørger, Neon Steve","Marten Hørger, Neon Steve - You Don't.mp3",263.126,C# major,0.4151019836097294,3B,122.28260869565216,31.456,90.74133333333332,194.8693333333333,31.47733333333333,46.48533333333334,257.67466666666667,"['0', '31.456tc', '46.485c', '90.741t', '194.869t', '257.675c', '263.126']","(0, 31.456)","(0, 31.47733333333333)","(31.456, 90.74133333333332)","(31.47733333333333, 46.48533333333334)","(90.74133333333332, 194.8693333333333)","(46.48533333333334, 257.67466666666667)","(194.8693333333333, 263.126)","(257.67466666666667, 263.126)"
0.746,0.671,6,-5.806,1,0.0553,0.0767,0.000628,0.111,0.121,123.973,4,096OiyB1UlqE5w610zQ6DP,['2n7USVO8fO8FF8zq4kG2N1'],"['edm', 'complextro', 'electro house', 'progressive house']",Deep Inside - Extended,Mat Zo,Mat Zo - Deep Inside - Extended.mp3,466.263,E major,0.6466953600500922,12B,125.0,42.79466666666666,278.656,456.45866666666666,115.88266666666668,205.29066666666668,268.3093333333333,"['0', '42.795t', '115.883c', '205.291c', '268.309c', '278.656t', '456.459t', '466.263']","(0, 42.79466666666666)","(0, 115.88266666666668)","(42.79466666666666, 278.656)","(115.88266666666668, 205.29066666666668)","(278.656, 456.45866666666666)","(205.29066666666668, 268.3093333333333)","(456.45866666666666, 466.263)","(268.3093333333333, 466.263)"
0.756,0.798,8,-2.336,1,0.174,0.0076,0.0585,0.0726,0.366,86.968,4,6s3j7xAGKIPUJjilp55KpB,['2n7USVO8fO8FF8zq4kG2N1'],"['edm', 'complextro', 'electro house', 'progressive house']",Motivate,Mat Zo,Mat Zo - Motivate.mp3,198.857,A# minor,0.2885436543952959,3A,86.53846153846153,22.56,109.088,175.296,21.46133333333333,111.2,185.41866666666667,"['0', '22.56t', '109.088tc', '175.296t', '185.419c', '198.857']","(0, 22.56)","(0, 21.46133333333333)","(22.56, 109.088)","(21.46133333333333, 111.2)","(109.088, 175.296)","(111.2, 185.41866666666667)","(175.296, 198.857)","(185.41866666666667, 198.857)"
0.839,0.9,8,-5.036,1,0.0802,0.0276,0.771,0.0734,0.569,125.012,4,4rRZPw9GzIhr8bVOAlmJK8,"['45lcbTsX07JWzmTIjcdyBz', '1XwL3qdo0jPmliKRgxY5TL']","['tech house', 'bmore', 'electro house', 'bass house']",Bang,"Matroda, Dances With White Girls, ANGELZ",Matroda - Bang (feat. Dances With White Girls) - ANGELZ Remix.mp3,192.96,A minor,0.3094236172865853,8A,125.0,37.67466666666667,80.032,102.528,84.81066666666666,100.064,146.304,"['0', '37.675t', '80.032tc', '102.528t', '146.304c', '192.96']","(0, 37.67466666666667)","(0, 84.81066666666666)","(37.67466666666667, 80.032)","(84.81066666666666, 100.064)","(80.032, 102.528)","(100.064, 146.304)","(102.528, 192.96)","(146.304, 192.96)"
0.839,0.9,8,-5.036,1,0.0802,0.0276,0.771,0.0734,0.569,125.012,4,4rRZPw9GzIhr8bVOAlmJK8,"['45lcbTsX07JWzmTIjcdyBz', '1XwL3qdo0jPmliKRgxY5TL']","['tech house', 'bmore', 'electro house', 'bass house']",Bang,"Matroda, Dances With White Girls",Matroda - Bang (feat. Dances With White Girls).mp3,191.986,D major,0.2506160981717995,10B,125.0,84.65066666666667,106.98666666666666,128.17066666666668,36.970666666666666,84.65066666666667,133.45066666666668,"['0', '36.971c', '84.651tc', '106.987t', '128.171t', '133.451c', '191.986']","(0, 84.65066666666667)","(0, 36.970666666666666)","(84.65066666666667, 106.98666666666666)","(36.970666666666666, 84.65066666666667)","(106.98666666666666, 128.17066666666668)","(84.65066666666667, 133.45066666666668)","(128.17066666666668, 191.986)","(133.45066666666668, 191.986)"
0.803,0.923,1,-3.902,1,0.107,0.00687,0.299,0.205,0.244,125.006,4,5k9NpJTGw4zl0lTjZooBh9,['45lcbTsX07JWzmTIjcdyBz'],"['tech house', 'electro house', 'bass house']",Boom Bap,Matroda,Matroda - Boom Bap.mp3,262.006,G minor,0.4281982308093553,6A,125.0,29.14133333333333,47.66933333333333,167.456,61.06666666666667,108.46933333333334,171.81866666666667,"['0', '29.141t', '47.669t', '61.067c', '108.469c', '167.456tc', '262.006']","(0, 29.14133333333333)","(0, 61.06666666666667)","(29.14133333333333, 47.66933333333333)","(61.06666666666667, 108.46933333333334)","(47.66933333333333, 167.456)","(108.46933333333334, 171.81866666666667)","(167.456, 262.006)","(171.81866666666667, 262.006)"
0.834,0.99,11,-4.16,0,0.0533,0.136,0.795,0.0677,0.657,124.068,4,22mxzVWtNePL4TDX5KPIyi,['45lcbTsX07JWzmTIjcdyBz'],"['tech house', 'electro house', 'bass house']",D.A.N.C.I.N.G,Matroda,Matroda - D.A.N.C.I.N.G.mp3,279.682,G minor,0.3413115981817313,6A,125.0,91.456,201.76,208.7573333333333,28.94933333333333,170.08,208.96,"['0', '28.949c', '91.456t', '170.08c', '201.76t', '208.757tc', '279.682']","(0, 91.456)","(0, 28.94933333333333)","(91.456, 201.76)","(28.94933333333333, 170.08)","(201.76, 208.7573333333333)","(170.08, 208.96)","(208.7573333333333, 279.682)","(208.96, 279.682)"
0.8,0.902,1,-3.518,0,0.0648,0.00377,0.265,0.123,0.23,124.002,4,5kHrTMIFqmZkuCkovsxRUs,['45lcbTsX07JWzmTIjcdyBz'],"['tech house', 'electro house', 'bass house']",Deep Inside 2020,Matroda,Matroda - Deep Inside 2020.mp3,186.542,D major,0.3798167410448442,10B,125.0,28.53333333333333,75.11466666666666,145.93066666666667,30.698666666666668,77.54666666666667,139.02933333333334,"['0', '28.533tc', '75.115tc', '139.029c', '145.931t', '186.542']","(0, 28.53333333333333)","(0, 30.698666666666668)","(28.53333333333333, 75.11466666666666)","(30.698666666666668, 77.54666666666667)","(75.11466666666666, 145.93066666666667)","(77.54666666666667, 139.02933333333334)","(145.93066666666667, 186.542)","(139.02933333333334, 186.542)"
0.82,0.847,11,-4.876,0,0.133,0.0619,0.625,0.0843,0.531,124.058,4,0TFnawWEkaYsiaTD8q2u7c,['45lcbTsX07JWzmTIjcdyBz'],"['tech house', 'electro house', 'bass house']",Do You Remember House?,Matroda,Matroda - Do You Remember House.mp3,194.521,A# minor,0.5639991151676714,3A,125.0,37.68533333333333,100.72533333333334,130.64533333333333,38.53866666666666,83.41333333333333,138.21866666666668,"['0', '37.685tc', '83.413c', '100.725t', '130.645t', '138.219c', '194.521']","(0, 37.68533333333333)","(0, 38.53866666666666)","(37.68533333333333, 100.72533333333334)","(38.53866666666666, 83.41333333333333)","(100.72533333333334, 130.64533333333333)","(83.41333333333333, 138.21866666666668)","(130.64533333333333, 194.521)","(138.21866666666668, 194.521)"
0.795,0.996,6,-4.714,0,0.0855,0.000231,0.817,0.0461,0.592,126.001,4,3ZD0OYOs25acO3EcZZqXhB,['45lcbTsX07JWzmTIjcdyBz'],"['tech house', 'electro house', 'bass house']",Main Ingredients,Matroda,Matroda - Main Ingredients.mp3,192.381,G minor,0.2760496559942598,6A,125.0,24.32,86.45333333333333,101.22666666666667,39.818666666666665,85.792,118.74133333333332,"['0', '24.32t', '39.819c', '86.453t', '101.227t', '118.741c', '192.381']","(0, 24.32)","(0, 39.818666666666665)","(24.32, 86.45333333333333)","(39.818666666666665, 85.792)","(86.45333333333333, 101.22666666666667)","(85.792, 118.74133333333332)","(101.22666666666667, 192.381)","(118.74133333333332, 192.381)"
0.808,0.969,9,-6.995,1,0.0498,0.00932,0.897,0.0843,0.76,126.027,4,2p7XPlo5irnRmgNvLq9Gnz,['45lcbTsX07JWzmTIjcdyBz'],"['tech house', 'electro house', 'bass house']",Mozart,Matroda,Matroda - Mozart.mp3,168.095,D# minor,0.3334707911091399,2A,125.0,22.634666666666668,91.79733333333331,109.26933333333334,30.421333333333333,90.98666666666666,106.64533333333334,"['0', '22.635t', '30.421c', '91.797t', '109.269t', '168.095']","(0, 22.634666666666668)","(0, 30.421333333333333)","(22.634666666666668, 91.79733333333331)","(30.421333333333333, 90.98666666666666)","(91.79733333333331, 109.26933333333334)","(90.98666666666666, 106.64533333333334)","(109.26933333333334, 168.095)","(106.64533333333334, 168.095)"
0.772,0.987,8,-5.311,1,0.0523,0.0037,0.816,0.0309,0.363,127.001,4,4ZNuShYJjCqhDq83ZtYGgr,['45lcbTsX07JWzmTIjcdyBz'],"['tech house', 'electro house', 'bass house']",My Mind,Matroda,Matroda - My Mind.mp3,176.693,D major,0.3217313434192687,10B,127.8409090909091,124.32,136.21333333333334,146.4,14.869333333333334,46.986666666666665,75.44533333333334,"['0', '14.869c', '46.987c', '75.445c', '124.32t', '136.213t', '146.4t', '176.693']","(0, 124.32)","(0, 14.869333333333334)","(124.32, 136.21333333333334)","(14.869333333333334, 46.986666666666665)","(136.21333333333334, 146.4)","(46.986666666666665, 75.44533333333334)","(146.4, 176.693)","(75.44533333333334, 176.693)"
0.845,0.856,1,-3.783,1,0.138,0.0186,0.549,0.0634,0.844,124.021,4,4Rxusvx9OtNZptLb4JuqqB,"['45lcbTsX07JWzmTIjcdyBz', '05jtmvy7zPhTp4GQexPkXY']","['tech house', 'electro house', 'bass house']",True G,"Matroda, BRUX",Matroda - True G (feat. BRUX).mp3,201.784,A# minor,0.3066079194210162,3A,125.0,13.674666666666669,108.26666666666668,142.336,30.890666666666668,93.09866666666667,123.36,"['0', '13.675t', '30.891c', '93.099c', '108.267t', '123.36c', '142.336t', '201.784']","(0, 13.674666666666669)","(0, 30.890666666666668)","(13.674666666666669, 108.26666666666668)","(30.890666666666668, 93.09866666666667)","(108.26666666666668, 142.336)","(93.09866666666667, 123.36)","(142.336, 201.784)","(123.36, 201.784)"
0.764,0.908,7,-3.976,1,0.0735,0.00862,0.742,0.0977,0.354,124.019,4,5VZSIseZuR0WoAwieGD4Ff,['45lcbTsX07JWzmTIjcdyBz'],"['tech house', 'electro house', 'bass house']",Walk In The Spot,Matroda,Matroda - Walk In The Spot.mp3,194.748,F minor,0.3987518798722911,4A,125.0,78.72,101.04533333333332,180.9173333333333,39.40266666666667,116.85333333333334,132.24533333333332,"['0', '39.403c', '78.72t', '101.045t', '116.853c', '132.245c', '180.917t', '194.748']","(0, 78.72)","(0, 39.40266666666667)","(78.72, 101.04533333333332)","(39.40266666666667, 116.85333333333334)","(101.04533333333332, 180.9173333333333)","(116.85333333333334, 132.24533333333332)","(180.9173333333333, 194.748)","(132.24533333333332, 194.748)"
0.799,0.937,6,-7.677,0,0.225,0.00268,0.888,0.044,0.0362,124.962,4,7qIU50XAzFBYENwo5L5AeV,['45lcbTsX07JWzmTIjcdyBz'],"['tech house', 'electro house', 'bass house']",Wasting Time,Matroda,Matroda - Wasting Time.mp3,223.45,F# minor,0.703428372755655,11A,125.0,146.03733333333332,161.25866666666667,169.58933333333334,130.44266666666667,146.944,177.248,"['0', '130.443c', '146.037tc', '161.259t', '169.589t', '177.248c', '223.45']","(0, 146.03733333333332)","(0, 130.44266666666667)","(146.03733333333332, 161.25866666666667)","(130.44266666666667, 146.944)","(161.25866666666667, 169.58933333333334)","(146.944, 177.248)","(169.58933333333334, 223.45)","(177.248, 223.45)"
0.811,0.759,10,-6.822,0,0.0467,0.000847,0.774,0.0551,0.423,126.049,4,6NxT9CHTUZx8BkOh6gCEvh,"['45lcbTsX07JWzmTIjcdyBz', '7kA4sEagpoNK91I7wr9tYr', '4QWmN97HRZya55JvxN3I5a']","['tech house', 'indonesian edm', 'bass house', 'doujin', 'electro house']",Disco Tool - Taiki Nulight Remix,"Matroda, Bleu Clair, Taiki Nulight","Matroda, Bleu Clair - Disco Tool - Taiki Nulight Remix.mp3",215.846,A minor,0.5323599877539849,8A,125.0,107.36,122.12266666666666,156.72533333333334,15.776,106.88,137.68533333333335,"['0', '15.776c', '107.36t', '122.123t', '137.685c', '156.725t', '215.846']","(0, 107.36)","(0, 15.776)","(107.36, 122.12266666666666)","(15.776, 106.88)","(122.12266666666666, 156.72533333333334)","(106.88, 137.68533333333335)","(156.72533333333334, 215.846)","(137.68533333333335, 215.846)"
0.811,0.759,10,-6.822,0,0.0467,0.000847,0.774,0.0551,0.423,126.049,4,6NxT9CHTUZx8BkOh6gCEvh,"['45lcbTsX07JWzmTIjcdyBz', '7kA4sEagpoNK91I7wr9tYr', '4QWmN97HRZya55JvxN3I5a']","['tech house', 'indonesian edm', 'bass house', 'doujin', 'electro house']",Disco Tool,"Matroda, Bleu Clair","Matroda, Bleu Clair - Disco Tool.mp3",216.346,E major,0.2572212372713987,12B,125.0,28.042666666666666,61.536,105.42933333333332,30.144,59.562666666666665,184.3093333333333,"['0', '28.043tc', '61.536t', '105.429t', '184.309c', '216.346']","(0, 28.042666666666666)","(0, 30.144)","(28.042666666666666, 61.536)","(30.144, 59.562666666666665)","(61.536, 105.42933333333332)","(59.562666666666665, 184.3093333333333)","(105.42933333333332, 216.346)","(184.3093333333333, 216.346)"
0.796,0.931,6,-5.27,1,0.0915,0.077,0.789,0.113,0.453,125.948,4,4xWczmc5Txq36XTM5092EV,"['45lcbTsX07JWzmTIjcdyBz', '7kA4sEagpoNK91I7wr9tYr']","['tech house', 'electro house', 'indonesian edm', 'bass house']",PWR,"Matroda, Bleu Clair","Matroda, Bleu Clair - PWR.mp3",163.009,G minor,0.5042803255099045,6A,125.0,78.90133333333333,85.10933333333334,118.816,33.86666666666667,76.45866666666667,119.85066666666668,"['0', '33.867c', '78.901t', '85.109t', '118.816tc', '163.009']","(0, 78.90133333333333)","(0, 33.86666666666667)","(78.90133333333333, 85.10933333333334)","(33.86666666666667, 76.45866666666667)","(85.10933333333334, 118.816)","(76.45866666666667, 119.85066666666668)","(118.816, 163.009)","(119.85066666666668, 163.009)"
0.809,0.786,2,-3.615,1,0.0664,0.002,0.217,0.0617,0.345,124.0,4,0xlMfByO0VWZ7CPFY5HqoX,"['45lcbTsX07JWzmTIjcdyBz', '29DWvZyWy1yvU8jpIePBYi']","['tech house', 'electro house', 'bass house']",Raise Em Up,"Matroda, Loge21","Matroda, Loge21 - Raise Em Up.mp3",235.828,A# minor,0.375409832644113,3A,125.0,106.944,121.07733333333331,232.5013333333333,30.048,153.80266666666665,232.3733333333333,"['0', '30.048c', '106.944t', '121.077t', '153.803c', '232.501t', '235.828']","(0, 106.944)","(0, 30.048)","(106.944, 121.07733333333331)","(30.048, 153.80266666666665)","(121.07733333333331, 232.5013333333333)","(153.80266666666665, 232.3733333333333)","(232.5013333333333, 235.828)","(232.3733333333333, 235.828)"
0.778,0.863,8,-3.557,0,0.0544,0.00512,0.786,0.0457,0.14,126.021,4,3eZo7yRLmrHbj60FKxG1mx,"['45lcbTsX07JWzmTIjcdyBz', '5jBerZvTAajwYvdxt3UhgU']","['tech house', 'electro house', 'bass house']",The One,"Matroda, San Pacho","Matroda, San Pacho - The One.mp3",190.521,G# minor,0.4057875748041972,1A,125.0,15.392,91.872,113.888,60.85333333333333,99.54133333333333,144.64,"['0', '15.392t', '60.853c', '91.872t', '99.541c', '113.888t', '144.64c', '190.521']","(0, 15.392)","(0, 60.85333333333333)","(15.392, 91.872)","(60.85333333333333, 99.54133333333333)","(91.872, 113.888)","(99.54133333333333, 144.64)","(113.888, 190.521)","(144.64, 190.521)"
0.842,0.914,2,-5.796,1,0.135,0.053,0.00128,0.0593,0.388,130.009,4,1UyYIqE4bTokxEK0DUpzTM,"['45lcbTsX07JWzmTIjcdyBz', '1kwRrQDCpXpVliMDntpxCt']","['tech house', 'bass house', 'deep groove house', 'slap house', 'electro house']",Body Move,"Matroda, Tom Budin","Matroda, Tom Budin - Body Move.mp3",184.923,E major,0.3692349243430867,12B,130.8139534883721,42.037333333333336,118.34666666666666,133.35466666666667,44.192,87.91466666666666,139.85066666666663,"['0', '42.037tc', '87.915c', '118.347t', '133.355t', '139.851c', '184.923']","(0, 42.037333333333336)","(0, 44.192)","(42.037333333333336, 118.34666666666666)","(44.192, 87.91466666666666)","(118.34666666666666, 133.35466666666667)","(87.91466666666666, 139.85066666666663)","(133.35466666666667, 184.923)","(139.85066666666663, 184.923)"
0.348,0.233,7,-9.276,1,0.0349,0.952,0.0,0.0946,0.436,89.948,4,5XhyWkCp2jcYo3bJJoYASW,"['1bqxdqvUtPWZri43cKHac8', '3pc0bOVB5whxmD50W79wwO']","['viral pop', 'chill r&b', 'teen pop', 'singer-songwriter pop']",IT'S YOU,"MAX, keshi",MAX - IT'S YOU (feat. keshi).mp3,170.462,A# major,0.6436969674411643,6B,90.7258064516129,35.413333333333334,85.35466666666666,152.48,3.082666666666667,10.485333333333331,163.01866666666666,"['0', '3.083c', '10.485c', '35.413t', '85.355t', '152.48t', '163.019c', '170.462']","(0, 35.413333333333334)","(0, 3.082666666666667)","(35.413333333333334, 85.35466666666666)","(3.082666666666667, 10.485333333333331)","(85.35466666666666, 152.48)","(10.485333333333331, 163.01866666666666)","(152.48, 170.462)","(163.01866666666666, 170.462)"
0.667,0.627,1,-7.184,1,0.122,0.248,0.0,0.174,0.498,143.948,4,7roB6h5rQPhFRK307eIQk6,"['1bqxdqvUtPWZri43cKHac8', '164Uj4eKjl6zTBKfJLFKKK', '4GvEc3ANtPPjt1ZJllr5Zl']","['pop', 'modern indie pop', 'viral pop', 'pov: indie', 'teen pop', 'singer-songwriter pop']",STRINGS,"MAX, Party Pupils, JVKE, Bazzi",MAX - STRINGS (feat. JVKE & Bazzi) - Party Pupils Remix.mp3,178.888,E minor,0.5043305242245386,9A,130.8139534883721,43.434666666666665,102.944,131.75466666666668,43.498666666666665,103.424,132.0,"['0', '43.435tc', '102.944tc', '131.755tc', '178.888']","(0, 43.434666666666665)","(0, 43.498666666666665)","(43.434666666666665, 102.944)","(43.498666666666665, 103.424)","(102.944, 131.75466666666668)","(103.424, 132.0)","(131.75466666666668, 178.888)","(132.0, 178.888)"
0.714,0.909,11,-3.985,0,0.0964,0.00199,0.00765,0.268,0.482,121.993,4,3UumxquROHFzeYquOTMcHE,"['3NKKngINK1tP6BFy0WOyWk', '5YCU9eHY4IYTyNa8XRFuw9']","['stutter house', 'tech house', 'brostep', 'pop edm']",Sweet,"Max Styler, Alex Hosking",Max Styler - Sweet (feat. Alex Hosking).mp3,173.331,F# minor,0.6167068243076765,11A,122.28260869565216,116.768,133.344,158.496,8.565333333333333,87.17866666666667,90.752,"['0', '8.565c', '90.752c', '116.768t', '133.344t', '158.496t', '173.331']","(0, 116.768)","(0, 8.565333333333333)","(116.768, 133.344)","(8.565333333333333, 87.17866666666667)","(133.344, 158.496)","(87.17866666666667, 90.752)","(158.496, 173.331)","(90.752, 173.331)"
0.67,0.707,11,-9.726,0,0.0358,0.714,0.065,0.0634,0.799,89.008,4,0gmStTUTuiU807EB4KafOX,['5ti5FPHgtaSf15KcUisZMt'],['latinx alternative'],Yours,maye,maye - Yours.mp3,219.026,A# major,0.6170790333760464,6B,89.28571428571429,107.22133333333332,197.024,211.40266666666668,118.08,134.89066666666668,171.296,"['0', '107.221t', '118.08c', '134.891c', '171.296c', '197.024t', '211.403t', '219.026']","(0, 107.22133333333332)","(0, 118.08)","(107.22133333333332, 197.024)","(118.08, 134.89066666666668)","(197.024, 211.40266666666668)","(134.89066666666668, 171.296)","(211.40266666666668, 219.026)","(171.296, 219.026)"
0.699,0.926,2,-6.249,1,0.063,0.0449,0.113,0.2,0.468,124.991,4,44lgAk4wJN8ObrFSglxui5,"['0xRXCcSX89eobfrshSVdyu', '4OG9hOPsfAEziKvOJj2SG7']","['pop dance', 'edm', 'pop house', 'uk dance']",Everything You Have Done,"MEDUZA, GENESI","MEDUZA, GENESI - Everything You Have Done.mp3",156.218,F minor,0.4014114740098146,4A,125.0,74.60266666666666,122.85866666666666,153.30133333333333,29.162666666666667,92.39466666666668,108.39466666666668,"['0', '29.163c', '74.603t', '92.395c', '108.395c', '122.859t', '153.301t', '156.218']","(0, 74.60266666666666)","(0, 29.162666666666667)","(74.60266666666666, 122.85866666666666)","(29.162666666666667, 92.39466666666668)","(122.85866666666666, 153.30133333333333)","(92.39466666666668, 108.39466666666668)","(153.30133333333333, 156.218)","(108.39466666666668, 156.218)"
0.729,0.588,11,-7.004,1,0.0394,0.0942,0.0,0.172,0.964,110.088,4,4sqUqP7QJrCtoAUGfFDjFE,['7Hsfh7YZzoyojYWQeMSHID'],['alt z'],Shut Up,Mia Rodriguez,Mia Rodriguez - Shut Up.mp3,156.536,G# major,0.5259461574921462,4B,110.29411764705884,33.376,54.15466666666666,68.704,8.714666666666666,104.992,121.568,"['0', '8.715c', '33.376t', '54.155t', '68.704t', '104.992c', '121.568c', '156.536']","(0, 33.376)","(0, 8.714666666666666)","(33.376, 54.15466666666666)","(8.714666666666666, 104.992)","(54.15466666666666, 68.704)","(104.992, 121.568)","(68.704, 156.536)","(121.568, 156.536)"
0.737,0.644,11,-6.469,1,0.0845,0.352,0.0,0.224,0.734,166.089,4,4MlEFAvTGtsJw6CGvePq8H,['4yYvor6Rq4fG82J1L47DYp'],['bedroom pop'],UNBOUND,MICHELLE,MICHELLE - UNBOUND.mp3,159.738,C# major,0.6835321563780111,3B,110.29411764705884,115.968,128.56533333333334,153.44,5.749333333333333,103.744,115.88266666666668,"['0', '5.749c', '103.744c', '115.968t', '128.565t', '153.44t', '159.738']","(0, 115.968)","(0, 5.749333333333333)","(115.968, 128.56533333333334)","(5.749333333333333, 103.744)","(128.56533333333334, 153.44)","(103.744, 115.88266666666668)","(153.44, 159.738)","(115.88266666666668, 159.738)"
0.331,0.74,1,-5.161,1,0.131,0.217,0.0,0.115,0.318,196.019,4,2m70pnnWWOcItUhWHJbPu1,"['5w39eY1aNDybnDGTNgVt3r', '6vPr4VCSFC3nJMw0mEBsn0']","['hopebeat', 'pop edm']",Bad For You,"Midnight Kids, 90's Kids, Party Pupils",Midnight Kids - Bad For You (feat. 90's Kids) - Party Pupils Remix.mp3,184.0,A# major,0.5419241672026915,6B,119.6808510638298,39.498666666666665,54.784,166.02666666666667,40.181333333333335,55.53066666666667,167.776,"['0', '39.499tc', '54.784tc', '166.027tc', '184.0']","(0, 39.498666666666665)","(0, 40.181333333333335)","(39.498666666666665, 54.784)","(40.181333333333335, 55.53066666666667)","(54.784, 166.02666666666667)","(55.53066666666667, 167.776)","(166.02666666666667, 184.0)","(167.776, 184.0)"
